23.04.2020                                                               Saída dinâmica de lista                                                                       1
------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Nome do fornecedor|Material|Qtd.pedido|Texto breve|Qtd.estoque
4239       TAPAJOS COMERCIO DE MEDI|4002064|50.0|SERTRALINA 50MG CX 28CP-EMS             |5
4239       TAPAJOS COMERCIO DE MEDI|4002071|50.0|TRAMADOL 50MG CX 10CP-EMS               |5
4239       TAPAJOS COMERCIO DE MEDI|4002200|20.0|VESICARE 10MG C/30CP                    |2
4239       TAPAJOS COMERCIO DE MEDI|4002201|50.0|VESICARE 5MG C/30CP                     |5
4239       TAPAJOS COMERCIO DE MEDI|4002241|50.0|DILACORON 80MG C/30CP ABBOTT            |5
4239       TAPAJOS COMERCIO DE MEDI|4002284|50.0|OSSFOR C/30CP                           |5
4239       TAPAJOS COMERCIO DE MEDI|4002298|50.0|LUFTA GASTROPRO 10ML 12 SCH             |5
4239       TAPAJOS COMERCIO DE MEDI|4002452|50.0|ADVANTAN LOCAO 20G (BYD)                |5
4239       TAPAJOS COMERCIO DE MEDI|4002468|50.0|CELAMINA ULTRA SHAMPOO 150ML (GLM)      |5
2595       QUATRO MARES DISTRIBUIDO|6000287|60.0|MAMADEIRA LILLO SONHO ACI RO601631 240ml|6
2595       QUATRO MARES DISTRIBUIDO|6000422|60.0|MAMADEIRA LILLO DESIGN CLEAN T2 AZ 300ml|6
3593       SB COMERCIO LTDA        |6000527|12.0|CONDICION SEDA CACHOSDEFINIDOS UNIL325ml|1
3593       SB COMERCIO LTDA        |6000528|60.0|CONDICIONAD SEDA HIDRAT&LEVEZA UNIL325ml|6
3593       SB COMERCIO LTDA        |6000530|12.0|CONDICION SEDA PRETOSLUMINOSOS UNIL325ml|1
3593       SB COMERCIO LTDA        |6000531|50.0|CONDICIONADOR SEDA CERAMIDAS UNIL 325ml |5
3593       SB COMERCIO LTDA        |6000537|50.0|CREME PENTEAR SEDA CACHOS COMP/DEF 300ml|5
3593       SB COMERCIO LTDA        |6000538|12.0|CREME PENTEAR SEDA CERAMIDAS UNIL 300ml |1
3593       SB COMERCIO LTDA        |6000540|12.0|CREME PENTEAR SEDA PT LUMINOSO UNIL300ml|1
3593       SB COMERCIO LTDA        |6000544|50.0|CREME TRATAMENTO SEDA CACHOS COM/DEF400g|5
3593       SB COMERCIO LTDA        |6000546|60.0|CREME TRATAMENTO SEDA SOS CERAM UNIL400g|6
3593       SB COMERCIO LTDA        |6000602|12.0|HIDRATANTE VASENOL MÃOS/UNHAS UNIL 200ml|1
3593       SB COMERCIO LTDA        |6000603|50.0|HIDRATANTE VASENOL TOTAL NUTRIÇÃO 200ml |5
3593       SB COMERCIO LTDA        |6000626|50.0|SHAMPOO SEDA CERAMIDAS UNIL 325ml       |5
3593       SB COMERCIO LTDA        |6000628|50.0|SHAMPOO SEDA HIDRATAÇÃO&LEVEZA UNIL325ml|5
3593       SB COMERCIO LTDA        |6000878|60.0|LENÇO UMIDEC CREMER DISNEY BABY 50UN    |6
3593       SB COMERCIO LTDA        |6000881|60.0|LENÇO UMEDECIDO CREMER DISNEY BABY 100UN|6
10322      PRONATUS DO AMAZONAS IND|6000771|24.0|UNHA DE GATO GEL PRONATUS C/120G        |2
10384      MARTINS COMERCIO E SEV. |6000532|12.0|CONDICION TRESEMMÉ HIDRAT PROF UNIL200ml|1
10384      MARTINS COMERCIO E SEV. |6000533|12.0|CONDICION TRESEMMÉ DETOX CAPI UNIL 400ml|1
10384      MARTINS COMERCIO E SEV. |6000534|12.0|CONDICION TRESEMMÉ LISO SEDOSO UNIL400ml|1
10384      MARTINS COMERCIO E SEV. |6000633|12.0|SHAMPOO TRESEMMÉ HIDRATAÇ PROF UNIL200ml|1
10384      MARTINS COMERCIO E SEV. |6000635|12.0|SHAMPOO TRESEMMÉ RECONST/FORÇA UNIL200ml|1
10384      MARTINS COMERCIO E SEV. |6000636|12.0|SHAMPOO TRESEMMÉ DETOXCAPILAR UNIL 400ml|1
10384      MARTINS COMERCIO E SEV. |6000637|36.0|SHAMPOO TRESEMMÉ LISO&SEDOSO UNIL 400ml |3
4239       TAPAJOS COMERCIO DE MEDI|4000869|100.0|DORFLEX ICY HOT C/3 ADESIVOS ELAST      |10
4239       TAPAJOS COMERCIO DE MEDI|4006390|100.0|DEPURA 50.000 UI X 4 COMP ORODISP       |10
4239       TAPAJOS COMERCIO DE MEDI|4006391|200.0|DORFLEX 50 CPD                          |20
4239       TAPAJOS COMERCIO DE MEDI|4006400|100.0|PHARMATON ENERGY 100                    |10
4239       TAPAJOS COMERCIO DE MEDI|4006236|100.0|DEPURA 7.000 UI X 30 CAPS GEL           |10
4239       TAPAJOS COMERCIO DE MEDI|4006238|100.0|DEPURA 2.000 UI X 30 COMP ORODISP       |10
4239       TAPAJOS COMERCIO DE MEDI|4006239|100.0|DEPURA 7.000 UI X 30 COMP ORODISP       |10
4239       TAPAJOS COMERCIO DE MEDI|4000171|144.0|LOPROX SOL 15ML                         |14
4239       TAPAJOS COMERCIO DE MEDI|4000865|84.0|DORFLEX ICY HOT SPRAY 118ML             |8
4239       TAPAJOS COMERCIO DE MEDI|4006231|120.0|RESPIRATUS 7MG/ML XPE C/ 100ML + CP MED |12
4239       TAPAJOS COMERCIO DE MEDI|4005093|140.0|STILNOX CR 6,25MG 20CP SANOFI           |14
4239       TAPAJOS COMERCIO DE MEDI|4003854|140.0|STILNOX CR 12,5MG C/20CP B1 SANOFI      |14
4239       TAPAJOS COMERCIO DE MEDI|4006399|100.0|PHARMATON ENERGY 60                     |10
4239       TAPAJOS COMERCIO DE MEDI|4002900|120.0|PURAN T4 125MG 30CP (SAV)               |12
4239       TAPAJOS COMERCIO DE MEDI|4001622|100.0|OSCAL KIDS SUSP C/150ML                 |10
4239       TAPAJOS COMERCIO DE MEDI|4005383|120.0|LANTUS SOL INJ 100UI 1APX10ML PBM       |12
4239       TAPAJOS COMERCIO DE MEDI|4006211|154.0|MINIMA COMP REV 60+15MCG-24 (SAV)       |15
4239       TAPAJOS COMERCIO DE MEDI|4006237|100.0|DEPURA 50.000 UI X 4 CAPS GEL           |10
4239       TAPAJOS COMERCIO DE MEDI|4003919|108.0|PURAN T4 62,5MCG C/30CP (SAV)           |10
4239       TAPAJOS COMERCIO DE MEDI|4006398|100.0|PHARMATON ENERGY 30                     |10
4239       TAPAJOS COMERCIO DE MEDI|4006401|100.0|OS-CAL D 500 MG + 1.000 UI X 60 CPR     |10
4239       TAPAJOS COMERCIO DE MEDI|4006272|70.0|ANADOR 500ML SOL ORAL 20 ML             |7
4239       TAPAJOS COMERCIO DE MEDI|4006223|54.0|PURAN T4 12,5 MCG COMP X 30 (SAV)       |5
4239       TAPAJOS COMERCIO DE MEDI|4000866|100.0|DORFLEX ICY HOT C/5ADESIVOS PEQ         |10
4239       TAPAJOS COMERCIO DE MEDI|4002431|1.0|COLIRIO MOURA BRASIL 20ML (SAO)         |0
4239       TAPAJOS COMERCIO DE MEDI|4006396|1.0|NOVALGINA 1GR COMP X100 (EMBAL MULT)    |0
4239       TAPAJOS COMERCIO DE MEDI|4006397|1.0|NOVALGINA 1GR COMP EFERV X100 (EMBAL MUL|0
4239       TAPAJOS COMERCIO DE MEDI|4000173|2.0|PEPSAMAR 230MG 50CAP SANOFI             |0
4239       TAPAJOS COMERCIO DE MEDI|4002579|2.0|BIOARGI CX 16 COMP EFERV                |0
4239       TAPAJOS COMERCIO DE MEDI|4002288|2.0|DIAMOX C/25CP                           |0
4239       TAPAJOS COMERCIO DE MEDI|4002276|1.0|BACLON C/20CP                           |0
4239       TAPAJOS COMERCIO DE MEDI|4002577|100.0|BIO E 400 UI CAP MOLE X 30 TJ           |10
4239       TAPAJOS COMERCIO DE MEDI|4002574|4.0|BABYDRAX 27,9G PO C/ 4 ENV              |0
4239       TAPAJOS COMERCIO DE MEDI|4001073|105.0|COLACT 667MG/ML FRASCO 120ML            |10
4239       TAPAJOS COMERCIO DE MEDI|4002291|240.0|CYLOCORT POM 5G                         |24
4239       TAPAJOS COMERCIO DE MEDI|4002289|160.0|OCUPRESS 5ML                            |16
4239       TAPAJOS COMERCIO DE MEDI|4001117|105.0|MUCOFAN 50MG XPE ADT FRASCO 100ML       |10
4239       TAPAJOS COMERCIO DE MEDI|4000886|80.0|VODOL MICONAZOL CREME C/28G             |8
4239       TAPAJOS COMERCIO DE MEDI|4000916|150.0|HYABAK SOL OFT C/10ML                   |15
4239       TAPAJOS COMERCIO DE MEDI|4000019|7.0|BIO-C 1G EFERV LARANJA CX10CP           |0
4239       TAPAJOS COMERCIO DE MEDI|4000020|9.0|BIO-C ZINCO 1000MG+10MG CX 30EFEV       |0
4916       MAPEMI-BRASIL MATERIAIS |4002771|100.0|VALSARTANA 320MG C/30CP                 |10
4916       MAPEMI-BRASIL MATERIAIS |4002501|120.0|GASTROL LIQ SUS FR 240ML                |12
4916       MAPEMI-BRASIL MATERIAIS |4001357|120.0|AMBROXOL INF FRASCO 120ML-NEO QUIMICA   |12
4916       MAPEMI-BRASIL MATERIAIS |4004566|100.0|NEOLINCO 600MG C/1APX2ML (NQF)          |10
4916       MAPEMI-BRASIL MATERIAIS |4001132|100.0|NEOSAC 300MG CX 20CP                    |10
4916       MAPEMI-BRASIL MATERIAIS |4002072|2.0|TRAMADOL 50MG CX 10CP-NEO QUIMICA       |0
4916       MAPEMI-BRASIL MATERIAIS |4000996|2.0|IVERNEO 6MG CX 4CP                      |0
4916       MAPEMI-BRASIL MATERIAIS |4001752|2.0|LOSARTANA POTASSICO 50MG CX 30CP-NEOQ   |0
4916       MAPEMI-BRASIL MATERIAIS |4001993|2.0|BROMAZEPAM 3MG CX 30CP-NEO QUIMICA      |0
4916       MAPEMI-BRASIL MATERIAIS |4000995|2.0|IVERNEO 6MG CX 2CP                      |0
4916       MAPEMI-BRASIL MATERIAIS |4001049|2.0|VERTIGIUM 10MG CX 50CP                  |0
4916       MAPEMI-BRASIL MATERIAIS |4001444|2.0|NEOITRAX 100MG CX 4CP                   |0
4239       TAPAJOS COMERCIO DE MEDI|4003695|1.0|XARELTO 20MG C/28CP BAYER               |0
3593       SB COMERCIO LTDA        |4001570|2.0|ELIXIR 914 C/150ML SIMOES               |0
3593       SB COMERCIO LTDA        |4001568|41.0|CALCITRAN B12 SUSP C/150ML              |4
3593       SB COMERCIO LTDA        |4002507|100.0|IMECAP HAIR 60CAPS                      |10
4239       TAPAJOS COMERCIO DE MEDI|4003695|1.0|XARELTO 20MG C/28CP BAYER               |0
4239       TAPAJOS COMERCIO DE MEDI|4000331|1.0|ATACAND HCT 16/12,5MG C/30CP            |0
11146      MARQUES & MELO LTDA     |6000514|72.0|CREME DENTAL CLOSEUP MENTHOL PAR90g-MU12|7
11146      MARQUES & MELO LTDA     |6000521|24.0|CONDICION FEM CLEARACP HID INT UNIL200ml|2
11146      MARQUES & MELO LTDA     |6000523|24.0|CONDICIONAD DOVE ÓLEONUTRIÇÃO UNIL 200ml|2
11146      MARQUES & MELO LTDA     |6000559|24.0|DESODORANT AER DOVE MEN INVISDRY UNIL89g|2
11146      MARQUES & MELO LTDA     |6000569|36.0|DESODORANT AER REXONA MEN ACTIVE UNIL90g|3
11146      MARQUES & MELO LTDA     |6000571|48.0|DESODOR AER REXONA MEN INVISIBLE UNIL90g|4
11146      MARQUES & MELO LTDA     |6000575|84.0|DESODORANTE ROL DOVE ORIG UNIL FEM 50ml |8
11146      MARQUES & MELO LTDA     |6000577|60.0|DESODORANTE ROL DOVE S/PERF UNIL FEM50ml|6
11146      MARQUES & MELO LTDA     |6000584|12.0|DESODOR ROL REXONA COTTON UNIL FEM 50ml |1
11146      MARQUES & MELO LTDA     |6000588|12.0|DESODOR ROL REXONA MEN ACTIVE UNIL 50ml |1
11146      MARQUES & MELO LTDA     |6000604|60.0|SHA CLEAR ACP ALÍVIO D COCEIRA FEM 200ml|6
11146      MARQUES & MELO LTDA     |6000607|48.0|SHAMPOO CLEAR ACP CRESC/FORÇA FEM 200ml |4
11146      MARQUES & MELO LTDA     |6000609|48.0|SHAMPOO CLEAR ACP LIMP DIÁR 2/1MASC200ml|4
11146      MARQUES & MELO LTDA     |6000614|24.0|SHAMPOO DOVE ÓLEO NUTRIÇÃO UNIL FEM200ml|2
11146      MARQUES & MELO LTDA     |6000615|24.0|SHAMPOO DOVE RECONTR COMPL UNIL FEM200ml|2
11146      MARQUES & MELO LTDA     |6000639|48.0|SABONETE DOVE BRANCO CREMOSO UNIL 90g   |4
11146      MARQUES & MELO LTDA     |6000641|48.0|SABONETE DOVE ESFOLIAÇ DIÁRIA UNIL BR90g|4
11146      MARQUES & MELO LTDA     |6000642|48.0|SABONETE DOVE FLOR DE PEONIA UNIL FEM90g|4
11146      MARQUES & MELO LTDA     |6000969|48.0|COLÔNIA CIA NAT ALFAZEMA 300ml          |4
11146      MARQUES & MELO LTDA     |6000970|60.0|COLÔNIA CIA NAT AMOR 300ml              |6
11146      MARQUES & MELO LTDA     |6000971|72.0|COLÔNIA CIA NAT LAVANDA 300ml           |7
11146      MARQUES & MELO LTDA     |6000972|72.0|COLÔNIA CIA NAT SILVER 300ml            |7
11146      MARQUES & MELO LTDA     |6000973|24.0|COLÔNIA CIA NAT TEENS BLUE 200ml        |2
11146      MARQUES & MELO LTDA     |6001069|12.0|CONDICIONADOR INF NAZCA ACK LIS/FIN250ml|1
11146      MARQUES & MELO LTDA     |6001074|42.0|SHAMPOO 2/1 INF NAZCA ACK MAÇÃ/CAMO250ml|4
11146      MARQUES & MELO LTDA     |6001075|2.0|SHAMPOO 2/1INF NAZCA ACK T FRUTI 250ml  |0
11146      MARQUES & MELO LTDA     |6001078|16.0|SHAMPOO INF NAZCA ACK CAB LIS/FIN 250ml |1
4239       TAPAJOS COMERCIO DE MEDI|4000360|1.0|XARELTO 20MG C/14CP (PBM)               |0
4239       TAPAJOS COMERCIO DE MEDI|4003690|1.0|BRILINTA 90MG C/60CP ASTRAZENECA        |0
4239       TAPAJOS COMERCIO DE MEDI|4000301|1.0|TRAVATAN C/2,5ML                        |0
4239       TAPAJOS COMERCIO DE MEDI|4000446|1.0|ANNITA 500MG C/6CP                      |0
4239       TAPAJOS COMERCIO DE MEDI|4000567|1.0|DIOVAN AMLO FIX 160/5MG C/28CP (PBM)    |0
4239       TAPAJOS COMERCIO DE MEDI|4003695|1.0|XARELTO 20MG C/28CP BAYER               |0
11146      MARQUES & MELO LTDA     |6000547|12.0|DESODOR AEROSOL AXE SECO APOLLO UNIL 90g|1
11146      MARQUES & MELO LTDA     |6000587|24.0|DESODOR ROL REXONA TEENS TROP UNIL 50ml |2
4239       TAPAJOS COMERCIO DE MEDI|4000360|1.0|XARELTO 20MG C/14CP (PBM)               |0
11498      MULTILASER INDUSTRIAL S.|6000376|50.0|BOMBA MANUAL TIRA LEITE MULTIKIDS FOR MO|5
11498      MULTILASER INDUSTRIAL S.|6000378|50.0|ESTERILIZADOR CHUPETAS MULTIKIDS BABY   |5
11498      MULTILASER INDUSTRIAL S.|6000379|50.0|COPO MULTIKIDS BABY BICO SILIC MENINO   |5
11498      MULTILASER INDUSTRIAL S.|6000386|50.0|COLHER DOSADORA MULTIKIDS BABY MENINO   |5
11498      MULTILASER INDUSTRIAL S.|6000388|50.0|PROTETOR MULTIKIDS BABY DES P/VASO12UN  |5
11498      MULTILASER INDUSTRIAL S.|6000400|12.0|ESCOVA LIMP MULTIKIDS BABY SOFT 2/1     |1
3593       SB COMERCIO LTDA        |4000497|40.0|BIOFENAC AEROSOL 60 g                   |4
4239       TAPAJOS COMERCIO DE MEDI|4002507|50.0|IMECAP HAIR 60CAPS                      |5
4239       TAPAJOS COMERCIO DE MEDI|4003564|24.0|IMECAP KIT QUED INTENSA SH+LOC+30CAP DIV|2
3593       SB COMERCIO LTDA        |4000696|120.0|SALONPAS PAIN RELIEF PATCH C/5EV        |12
3593       SB COMERCIO LTDA        |4000690|100.0|SALONPAS AIR AEROSOL 80ML               |10
3593       SB COMERCIO LTDA        |4000693|48.0|SALONPAS GEL 20G                        |4
3593       SB COMERCIO LTDA        |4000694|48.0|SALONPAS GEL C/40G                      |4
4239       TAPAJOS COMERCIO DE MEDI|4000793|1.0|EPOCLER ABACAXI 10ML CX-60              |0
4239       TAPAJOS COMERCIO DE MEDI|4000794|48.0|EPOCLER TRAD 6FLAC 10ML                 |4
4239       TAPAJOS COMERCIO DE MEDI|4000806|48.0|LACTO PURGA 5MG 16CPR                   |4
4239       TAPAJOS COMERCIO DE MEDI|4000784|84.0|BENEGRIP MULTI SOL ORAL 240ML           |8
4239       TAPAJOS COMERCIO DE MEDI|4000193|72.0|MAXSULID 400MG 10CPR                    |7
4239       TAPAJOS COMERCIO DE MEDI|4000783|48.0|BENEGRIP 500MG C/20CP                   |4
4239       TAPAJOS COMERCIO DE MEDI|4000215|60.0|MIOFLEX-A C/12CP                        |6
4239       TAPAJOS COMERCIO DE MEDI|4002483|72.0|DIPROSALIC POMADA 30G (HPP)             |7
4239       TAPAJOS COMERCIO DE MEDI|4004292|48.0|ESTOMAZIL ABACAXI GRAN 100GR            |4
4239       TAPAJOS COMERCIO DE MEDI|4000774|60.0|ALIVIUM 30MG 100ML+SER DOSAD            |6
4239       TAPAJOS COMERCIO DE MEDI|4002940|48.0|COLFLEX 30 SACHES 11,1G                 |4
4239       TAPAJOS COMERCIO DE MEDI|4000192|60.0|MACRODANTINA 100MG 28CAPS               |6
4239       TAPAJOS COMERCIO DE MEDI|4002944|60.0|ALIVIUM 400MG 8CAP                      |6
3593       SB COMERCIO LTDA        |4005269|60.0|NIMESULIDA 100MG C/12CP (LGE)           |6
3593       SB COMERCIO LTDA        |4005265|60.0|MONOZOL 400MG C/1CP (LGD)               |6
4239       TAPAJOS COMERCIO DE MEDI|4001527|90.0|CETOCONAZOL CREME TUBO 30G-MEDLEY       |9
4239       TAPAJOS COMERCIO DE MEDI|4001477|90.0|CETOCONAZOL+BETAM+NEOM POM TUBO 30G-MEDL|9
4239       TAPAJOS COMERCIO DE MEDI|4006252|77.0|SECNIDAZOL 1000MG COM REV C/ 4 (MDG)    |7
4239       TAPAJOS COMERCIO DE MEDI|4001529|90.0|CLOTRIMAZOL CREME TUBO 20G-MEDLEY       |9
4239       TAPAJOS COMERCIO DE MEDI|4001260|55.0|GENFIBROZILA 600MG CX 30CP-MEDLEY       |5
4239       TAPAJOS COMERCIO DE MEDI|4004753|77.0|CETOCONAZOL 200MG CX30CP-MEDLEY         |7
4239       TAPAJOS COMERCIO DE MEDI|4005513|49.0|CLONAZEPAM 2MG CPR. CX 60 MEDLEY        |4
4239       TAPAJOS COMERCIO DE MEDI|4006182|90.0|CLOR TERBINAFINA CREME TOP 1% (MDG)     |9
4239       TAPAJOS COMERCIO DE MEDI|4002351|77.0|CETIRIZINA 10MG C/12CP (MDG)            |7
4239       TAPAJOS COMERCIO DE MEDI|4004260|49.0|LOSARTANA POTASSICA 100MG 3BL X10CP MEDL|4
4239       TAPAJOS COMERCIO DE MEDI|4002990|77.0|ATENOLOL+CLO 50+12,5MG CX 30CP-MEDLEY   |7
4239       TAPAJOS COMERCIO DE MEDI|4006185|55.0|CLORIDRATO DE RANITIDINA 300MG COM C/20 |5
4239       TAPAJOS COMERCIO DE MEDI|4001268|200.0|HIDROCLOROTIAZIDA 50MG CX 20CP-MEDLEY   |20
4239       TAPAJOS COMERCIO DE MEDI|4001248|77.0|ENALAPRIL 10MG CX 30CP-MEDLEY           |7
4239       TAPAJOS COMERCIO DE MEDI|4006210|77.0|MELOXICAM 15MG COM C/ 10 (MDG)          |7
4239       TAPAJOS COMERCIO DE MEDI|4006251|55.0|ROSUVASTATINA CALCICA 20MG COM REV C/ 30|5
4239       TAPAJOS COMERCIO DE MEDI|4002890|49.0|CLOTRIMAZOL CREM VAG TUBO 20G+3APL-MEDLE|4
4239       TAPAJOS COMERCIO DE MEDI|4001295|90.0|MOMETASONA POMADA TUBO 20G-MEDLEY       |9
4239       TAPAJOS COMERCIO DE MEDI|4002062|100.0|SERTRALINA 50MG CX 30CP-MEDLEY          |10
4239       TAPAJOS COMERCIO DE MEDI|4001485|70.0|CLOTRIMAZOL CREM VAG TUBO 35G+APL-MEDLEY|7
4239       TAPAJOS COMERCIO DE MEDI|4006157|49.0|ATENOLOL+CLO 100+25MG C/60CP (MDG)      |4
4239       TAPAJOS COMERCIO DE MEDI|4006184|55.0|CLORIDRATO DE RANITIDINA 300MG COM C/10 |5
4239       TAPAJOS COMERCIO DE MEDI|4005511|84.0|GLIBENCLAMIDA 5MG CPR. CX 60 MEDLEY     |8
4239       TAPAJOS COMERCIO DE MEDI|4006214|60.0|OMEPRAZOL 20MG CAP GEL DURA LIB C/ 42 (M|6
4239       TAPAJOS COMERCIO DE MEDI|4006205|49.0|GLIMEPIRIDA 4MG COM C/ 60 (MDG)         |4
4239       TAPAJOS COMERCIO DE MEDI|4006166|55.0|CITRATO DE SILDENAFILA 100MG COM REV C/2|5
4239       TAPAJOS COMERCIO DE MEDI|4002365|98.0|PANTOPRAZOL 20MG C/14CP (MDG)           |9
4239       TAPAJOS COMERCIO DE MEDI|4001452|77.0|ACIDO MEFENAMICO 500MG CX 24CP-MEDLEY   |7
4239       TAPAJOS COMERCIO DE MEDI|4001287|98.0|METFORMINA 500MG CX 60CP-MEDLEY         |9
4239       TAPAJOS COMERCIO DE MEDI|4001198|77.0|ATORVASTATINA 20MG CX 30C-MEDLEY        |7
4239       TAPAJOS COMERCIO DE MEDI|4001288|100.0|METFORMINA 850MG CX 30CP-MEDLEY         |10
4239       TAPAJOS COMERCIO DE MEDI|4001290|100.0|METFORMINA 850MG CX 60CP-MEDLEY         |10
4239       TAPAJOS COMERCIO DE MEDI|4001286|100.0|METFORMINA 500MG CX30CP-MEDLEY          |10
4239       TAPAJOS COMERCIO DE MEDI|4001382|48.0|SIMETICONA 75MG/ML GTS FRASCO 15ML-MEDLE|4
4239       TAPAJOS COMERCIO DE MEDI|4001495|77.0|LOSARTANA POTASSICO 50MG CX 30CP-MEDLEY |7
4239       TAPAJOS COMERCIO DE MEDI|4001490|77.0|DICLOF DE POTASSICO 50MG CX 20CP-MEDLEY |7
4239       TAPAJOS COMERCIO DE MEDI|4001331|100.0|SINVASTATINA 40MG CX 30CP-MEDLEY        |10
4239       TAPAJOS COMERCIO DE MEDI|4001218|100.0|CEFALEXINA 500MG CX 10CP-MEDLEY         |10
4239       TAPAJOS COMERCIO DE MEDI|4001492|77.0|ENALAPRIL 5MG CX 30CP-MEDLEY            |7
4239       TAPAJOS COMERCIO DE MEDI|4001504|98.0|OMEPRAZOL 20MG CX 28CP-MEDLEY           |9
4239       TAPAJOS COMERCIO DE MEDI|4001515|70.0|TETRACICLINA+ANFOT B TUBO 45G+10APL-MEDL|7
4239       TAPAJOS COMERCIO DE MEDI|4006215|77.0|OMEPRAZOL 40MG CAP GEL DURA LIB C/ 7 (MD|7
4239       TAPAJOS COMERCIO DE MEDI|4006216|98.0|PANTOPRAZOL 20MG COM REV C/ 42 (MDG)    |9
4239       TAPAJOS COMERCIO DE MEDI|4006218|77.0|PREGABALINA 75 MG CAP GEL DURA C/ 30 (MD|7
4239       TAPAJOS COMERCIO DE MEDI|4006229|98.0|QUETIAPINA 200MG 30CP C1 (MDG)          |9
4239       TAPAJOS COMERCIO DE MEDI|4006250|128.0|RISPERIDONA COMP REV 3MG C/30 (MDG)     |12
4239       TAPAJOS COMERCIO DE MEDI|4006253|144.0|SUCCINATO DE METOPROLOL 25MG COM C/ 30 (|14
4239       TAPAJOS COMERCIO DE MEDI|4006256|144.0|TRAVOPROSTA 0,04MG/ML SOL OFT C/ 2,5ML (|14
4239       TAPAJOS COMERCIO DE MEDI|4006257|112.0|VALSARTANA 160MG COM REV C/ 60 (MDG)    |11
4239       TAPAJOS COMERCIO DE MEDI|4006258|108.0|VALSARTANA 320MG COM REV C/ 60 (MDG)    |10
4239       TAPAJOS COMERCIO DE MEDI|4006259|105.0|VALSARTANA 80MG COM REV C/ 60 (MDG)     |10
4239       TAPAJOS COMERCIO DE MEDI|4006208|98.0|LOSARTANA+HIDROCLOROT 100+25MG COMP - 60|9
4239       TAPAJOS COMERCIO DE MEDI|4006207|98.0|LOSARTANA+HIDROCLORO. 50+12,5 MG COMP-60|9
4239       TAPAJOS COMERCIO DE MEDI|4006206|98.0|LOSARTANA POTASSICA 50MG COM REV C/ 60 (|9
4239       TAPAJOS COMERCIO DE MEDI|4006150|90.0|ACETATO DE CLOSTEBOL+SULFATO DE NEO DER |9
4239       TAPAJOS COMERCIO DE MEDI|4006151|105.0|ACETATO DE CLOSTEBOL+SULFATO DE NEO VAG |10
4239       TAPAJOS COMERCIO DE MEDI|4006152|100.0|ACICLOVIR COMPRIMIDO 200MG C/25 (MDG)   |10
4239       TAPAJOS COMERCIO DE MEDI|4006153|77.0|ALPRAZOLAM 1MG COM C/ 30 (MDG)          |7
4239       TAPAJOS COMERCIO DE MEDI|4006161|120.0|BIMATOPROSTA 0,3MG/ML SOL OFT C/ 3ML (MD|12
4239       TAPAJOS COMERCIO DE MEDI|4006162|77.0|CAPTOPRIL 12,5MG COM C/ 30 (MDG)        |7
4239       TAPAJOS COMERCIO DE MEDI|4006163|77.0|CARVEDILOL 6,25MG COM C/ 30 (MDG)       |7
4239       TAPAJOS COMERCIO DE MEDI|4006169|77.0|CITRATO DE SILDENAFILA 50MG COM REV C/ 4|7
4239       TAPAJOS COMERCIO DE MEDI|4006170|77.0|CL CIPROFLOXACINO COMP REV 500MG C/14 (M|7
4239       TAPAJOS COMERCIO DE MEDI|4006180|98.0|CLONAZEPAM 0,5MG COM C/ 60 (MDG)        |9
4239       TAPAJOS COMERCIO DE MEDI|4006183|77.0|CLORIDRATO DE AMITRIPTIL. COMP75MG-20-C1|7
4239       TAPAJOS COMERCIO DE MEDI|4006187|77.0|DESVENLAFAXINA 100MG 30CP C1 (MDG)      |7
4239       TAPAJOS COMERCIO DE MEDI|4006188|77.0|DESVENLAFAXINA 50MG 30CP C1 (MDG)       |7
4239       TAPAJOS COMERCIO DE MEDI|4006191|96.0|DICLORIDRATO CETIRIZINA SOL OR 1MG/ML (M|9
4239       TAPAJOS COMERCIO DE MEDI|4006203|77.0|GLIMEPIRIDA 1MG COM C/ 30 (MDG)         |7
4239       TAPAJOS COMERCIO DE MEDI|4006204|98.0|GLIMEPIRIDA 2MG COM C/ 60 (MDG)         |9
4239       TAPAJOS COMERCIO DE MEDI|4002375|100.0|VALSARTANA 320MG C/30CP (MDG)           |10
4239       TAPAJOS COMERCIO DE MEDI|4002374|100.0|VALSARTANA 160MG C/30CP (MDG)           |10
4239       TAPAJOS COMERCIO DE MEDI|4005271|100.0|NITAZOXANIDA 500MG 6COMPRIMIDOS (MDG)   |10
4239       TAPAJOS COMERCIO DE MEDI|4004130|100.0|PAROXETINA 20MG 30CP MEDLEY             |10
4239       TAPAJOS COMERCIO DE MEDI|4006230|77.0|QUETIAPINA 25MG 30CP C1 (MDG)           |7
4239       TAPAJOS COMERCIO DE MEDI|4001283|77.0|LOSARTANA+HID 50+12,5MG CX 30CP-MEDLEY  |7
4239       TAPAJOS COMERCIO DE MEDI|4001468|77.0|BROMOPRIDA 10MG CX 20CP-MEDLEY          |7
4239       TAPAJOS COMERCIO DE MEDI|4005582|77.0|CLONAZEPAM 2MG CPR. CX 30 MEDLEY        |7
4239       TAPAJOS COMERCIO DE MEDI|4002634|77.0|CITALOPRAM-GEN 20MG 30CP                |7
4239       TAPAJOS COMERCIO DE MEDI|4002073|77.0|TRAMADOL 50MG CX 10CP-MEDLEY            |7
4239       TAPAJOS COMERCIO DE MEDI|4002075|105.0|VENLAFAXINA 150MG CX 30CP-MEDLEY        |10
